Date,ticker_temp,volume_change,price_above_sma20,price_volume_ratio,vix_trend,ma200_ratio,volatility_10d_change,volume_ma20_ratio,price_above_bb_upper,volatility_5d,volatility_10d,vix,returns_10d,ma100_ratio,ma5_ratio,ma10_ratio,ma20_ratio,returns_5d,returns_20d,vix_ma20,market_returns,macd_above_signal,price_above_sma50,returns_1d,ma50_ratio,volatility_20d_change,relative_strength,is_etf,volatility_20d,market_trend,volatility_50d,is_tech,is_china,is_index
2015-03-12,SPY,0.0,0,1.8511489606040688e-06,0,1.0,0.0,1.0,0,0.0,0.0,15.420000076293945,0.0,1.0,1.0,1.0,1.0,0.0,0.0,18.28429371316431,0.0,0,0,0.0,1.0,0.0,0.0,1,0.0,0,0.0,0,0,0
